chapterNo,postNo,text,amount
1700,73,"Forskning og utvikling, kan overføres",31174000
1815,73,"Statlig deltakelse i petroleumsvirksomhet på islandsk kontinentalsokkel, kan overføres",6500000
1820,73,"Tilskudd til utjevning av overføringstariffer, kan overføres",120000000
1830,73,"Tilskudd til INTPOW ",4000000
1840,73,"Fullskala CO2-håndtering på Mongstad, kan overføres, kan nyttes under post 70",28000000
2410,73,"Avskrivninger, overslagsbevilgning",488349000
2530,73,"Foreldrepenger ved adopsjon, overslagsbevilgning",72000000
2620,73,"Utdanningsstønad ",60000000
2650,73,"Tilskudd til tilretteleggingstiltak mv., kan overføres",310720000
2661,73,"Hjelpemidler mv. under arbeid og utdanning ",154700000
2670,73,"Særtillegg, pensjonstillegg mv., overslagsbevilgning",5810000000
2755,73,"Kiropraktorbehandling ",143000000
166,74,"Fornybar energi, kan overføres",1464000000
170,74,"FNs Høykommissær for flyktninger (UNHCR) ",300000000
225,74,"Tilskudd til organisasjoner ",23214000
227,74,"Tilskudd til Signo og Briskeby ",38649000
228,74,"Private videregående skoler i utlandet, overslagsbevilgning",25858000
255,74,"Narviksenteret, kan overføres",70048000
270,74,"Tilskudd til velferdsarbeid ",77436000
288,74,"Det europeiske instituttet for innovasjon og teknologi, kan overføres",11511000
315,74,"Frivillighetsregister, kan overføres",3213000
320,74,"Tilskudd til tiltak under Norsk kulturråd, kan overføres",240616000
321,74,"Garantiinntekter, overslagsbevilgning",107263000
323,74,"Landsdelsmusikere i Nord-Norge ",19606000
326,74,"Det Norske Samlaget ",14116000
581,74,"Tilskudd til bolig-, by- og områdeutvikling, kan overføres",55000000
621,74,"Tilskudd til pensjonistenes organisasjoner mv. ",10890000
711,74,"Skolefrukt, kan overføres",18948000
732,74,"Basisbevilgning Helse Midt-Norge RHF, kan overføres",13264224000
762,74,"Stiftelsen Amathea ",16223000
922,74,"Nasjonal infrastruktur og tekniske aktiviteter, kan overføres",19100000
1023,74,"Tilskudd marin bioteknologi mv., kan overføres",27000000
1050,74,"Erstatninger, kan overføres",2140000
1149,74,"Tiltak for industriell bruk av trevirke, kan overføres",5000000
1150,74,"Direkte tilskudd, kan overføres",8442400000
1400,74,"Tilskudd til AMAP, kan overføres",4000000
1420,74,"CO2-kompensasjonsordning for industrien ",243000000
1429,74,"Tilskudd til fartøyvern, kan overføres",51712000
1561,74,"Tilskudd til IKT-standardisering ",725000
1820,74,"Tilskudd til museums- og kulturminnetiltak, kan overføres",6600000
2410,74,"Tap på utlån ",259000000
2661,74,"Tilskudd til biler ",795000000
2680,74,"Utdanningsstønad ",500000
117,75,"EØS-finansieringsordningen 2009-2014, kan overføres",1790000000
160,75,"Internasjonale organisasjoner og nettverk, kan overføres",182500000
161,75,"NORFUND - tapsavsetting ",295000000
170,75,"FNs organisasjon for palestinske flyktninger (UNRWA) ",150000000
227,75,"Tilskudd til opplæring i rusinstitusjoner ",10000000
228,75,"Private skoler for funksjonshemmede elever, overslagsbevilgning",224305000
255,75,"Det europeiske Wergelandsenteret ",7623000
270,75,"Tilskudd til bygging av studentboliger, kan overføres",358981000
288,75,"UNESCO-kontingent ",18909000
310,75,"Tilskudd til private kirkebygg, kan overføres",9622000
320,75,"EUs program for kultur og audiovisuell sektor m.m., kan overføres",11136000
321,75,"Vederlagsordninger ",163708000
322,75,"Offentlig rom, arkitektur og design ",4195000
326,75,"Norsk Ordbok 2014 og Det Norske Akademis Store Ordbok ",22390000
334,75,"EUs program for kultur og audiovisuell sektor, kan overføres",24917000
335,75,"Tilskudd til samiske aviser ",24983000
490,75,"Reiseutgifter for flyktninger til og fra utlandet, kan overføres",18497000
581,75,"Tilskudd til etablering i egen bolig ",366000000
732,75,"Basisbevilgning Helse Nord RHF, kan overføres",11783643000
761,75,"Andre kompetansetiltak ",9418000
900,75,"Tilskudd til særskilte prosjekter, kan overføres",20100000
1023,75,"Tilskudd Akvariet i Bergen ",3860000
1050,75,"Tilskudd til næringstiltak i fiskeriene, kan overføres",67000000
1143,75,"Kompensasjon til dyreeiere som blir pålagt beitenekt ",1000000
1151,75,"Kostnadssenkende og direkte tilskudd, kan overføres",67700000
1161,75,"Tilskudd til oppsyn i statsallmenninger ",9939000
1420,75,"Utbetaling av pant for bilvrak, overslagsbevilgning",346320000
1429,75,"Tilskudd til fartøyvernsentrene, kan overføres",6726000
1530,75,"Tilskudd til de politiske partiers fylkesungdomsorganisasjoner ",20567000
1590,75,"Trosopplæring, kan overføres, kan nyttes under post 1",278479000
1760,75,"Fellesfinansierte investeringer, Norges tilskudd til NATOs investeringsprogram for sikkerhet, kan overføres, kan nyttes under kap.1760, post 44",88085000
1820,75,"Tilskudd til fjellskredovervåking, kan overføres, kan nyttes under post 22",42000000
1840,75,"Tilskudd, CO2-håndtering internasjonalt, kan overføres",1000000
2415,75,"Marint verdiskapingsprogram, kan overføres",54000000
2620,75,"Tilskudd til flytting for å komme i arbeid ",300000
2650,75,"Feriepenger av sykepenger, overslagsbevilgning",1920000000
2655,75,"Menerstatning ved yrkesskade, overslagsbevilgning",117000000
2661,75,"Bedring av funksjonsevnen, hjelpemidler ",2559100000
2680,75,"Stønad til barnetilsyn, overslagsbevilgning",6000000
2755,75,"Logopedisk og ortoptisk behandling ",103000000
117,76,"Den norske finansieringsordningen 2009-2014, kan overføres",1520000000
118,76,"Tilskudd til internasjonale klima- og miljøtiltak, kan overføres",36248000
170,76,"Tilleggsmidler via FN-systemet mv., kan over-føres",882800000
228,76,"Andre private skoler, overslagsbevilgning",45272000
255,76,"Raftostiftelsen ",2205000
288,76,"UNESCO-formål ",3105000
326,76,"Ibsenpris m.m. ",5592000
335,76,"Tilskudd til minoritetsspråklige publikasjoner ",875000
581,76,"Tilskudd til utleieboliger, kan overføres",495300000
634,76,"Tiltak for arbeidssøkere, kan overføres",6310330000
732,76,"Innsatsstyrt finansiering, overslagsbevilgning",17344415000
1400,76,"Støtte til nasjonale og internasjonale miljøtiltak, kan overføres",36050000
1420,76,"Refusjonsordninger, overslagsbevilgning",57000000
1530,76,"Tilskudd til de politiske partiers sentrale ungdomsorganisasjoner ",7684000
2410,76,"Startstipend for kvotestudenter, overslagsbevilgning",8860000
2421,76,"Miljøteknologi, kan overføres",143400000
2620,76,"Forskuttering av underholdsbidrag ",784000000
2655,76,"Yrkesskadetrygd gml. lovgivning, overslagsbevilgning",61000000
2661,76,"Bedring av funksjonsevnen, hjelpemidler som tjenester ",235000000
2711,76,"Private laboratorier og røntgeninstitutt ",694000000
160,77,"Utvekslingsordninger gjennom Fredskorpset, kan overføres",160000000
170,77,"FNs aidsprogram (UNAIDS), kan overføres",175000000
228,77,"Den tyske skolen i Oslo, overslagsbevilgning",12688000
320,77,"Prosjekt- og utviklingstiltak på museums- og arkivfeltet, kan nyttes under post 1",37288000
326,77,"Prosjekt- og utviklingstiltak, kan nyttes under post 1",25632000
335,77,"Distribusjonstilskudd til avisene i Finnmark ",1983000
581,77,"Kompetansetilskudd til bærekraftig bolig- og byggkvalitet, kan overføres",21900000
634,77,"Varig tilrettelagt arbeid, kan overføres",1207800000
732,77,"Poliklinisk virksomhet mv., overslagsbevilgning",3404908000
1144,77,"Regionale og lokale tiltak i landbruket, kan overføres",7048000
1150,77,"Utviklingstiltak, kan overføres",275790000
1420,77,"Diverse organisasjoner og stiftelser m.m. ",7149000
1429,77,"Tilskudd til verdiskapingsarbeid på kulturminneområdet, kan overføres",8264000
1590,77,"Tilskudd til virksomhet i Den norske kirke ",152200000
2661,77,"Ortopediske hjelpemidler ",1220000000
150,78,"Regionbevilgning for Afrika, kan overføres",2220900000
151,78,"Regionbevilgning for Asia, kan overføres",285000000
152,78,"Regionbevilgning for Midtøsten og Nord-Afrika, kan overføres",540000000
153,78,"Regionbevilgning for Latin-Amerika, kan overføres",225500000
170,78,"Bidrag andre FN-organisasjoner mv., kan overføres",311000000
228,78,"Kompletterende undervisning ",43360000
281,78,"Tilskudd til Universitets- og høgskolerådet ",15755000
310,78,"Ymse faste tiltak ",5923000
314,78,"Ymse faste tiltak ",14938000
315,78,"Ymse faste tiltak ",32832000
320,78,"Ymse faste tiltak ",32505000
322,78,"Ymse faste tiltak ",46243000
323,78,"Ymse faste tiltak ",111302000
324,78,"Ymse faste tiltak ",150515000
326,78,"Ymse faste tiltak ",63435000
328,78,"Ymse faste tiltak ",43124000
329,78,"Ymse faste tiltak ",9917000
334,78,"Ymse faste tiltak ",35916000
581,78,"Boligsosialt kompetansetilskudd, kan overføres",74900000
634,78,"Tilskudd til arbeids- og utdanningsreiser ",41410000
732,78,"Forskning og nasjonale kompetansetjenester, kan overføres",1083160000
1150,78,"Velferdsordninger, kan overføres",1601754000
1420,78,"Friluftsformål, kan overføres",103588000
1719,78,"Norges tilskudd til NATOs og internasjonale driftsbudsjetter, kan overføres",273400000
2421,78,"Administrasjonsstøtte for distriktsrettede såkornfond ",4200000
2661,78,"Høreapparater ",490000000
170,79,"Eksperter, junioreksperter og FNs fredskorps, kan overføres",77000000
228,79,"Toppidrett ",34184000
314,79,"Til disposisjon ",2143000
320,79,"Til disposisjon, kan nyttes under post 1",4217000
581,79,"Tilskudd til tilpasning av bolig ",185500000
634,79,"Funksjonsassistanse i arbeidslivet ",36000000
719,79,"Andre tilskudd, kan overføres, kan nyttes under post 21",18691000
732,79,"Raskere tilbake, kan overføres",549559000
733,79,"Andre tilskudd, kan nyttes under post 21",17711000
761,79,"Andre tilskudd, kan nyttes under post 21",14117000
781,79,"Andre tilskudd, kan nyttes under post 21",47139000
783,79,"Andre tilskudd, kan nyttes under post 21",29924000
846,79,"Tilskudd til internasjonalt familie- og likestillingsarbeid, kan overføres",8245000
857,79,"Tilskudd til internasjonalt ungdomssamarbeid mv., kan overføres",17493000
865,79,"EUs rammeprogram for forbrukerpolitikk, kan overføres",4982000
1050,79,"Informasjon ressursforvaltning, kan overføres",930000
1151,79,"Velferdsordninger, kan overføres",2600000
1400,79,"Tilskudd til kulturminneforvaltning ",14993000
1420,79,"Oppryddingstiltak, kan overføres, kan nyttes under postene 39 og 69",1264000
1429,79,"Tilskudd til verdensarven, kan overføres",49202000
2661,79,"Aktivitetshjelpemidler for personer over 26 år ",25000000
228,80,"Privatskoleorganisasjoner ",691000
326,80,"Tilskudd til tiltak under Nasjonalbiblioteket ",52617000
1429,80,"Tilskuddsordning for avgiftskompensasjon ",7000000
170,81,"Tilskudd til internasjonal landbruksforskning, kan overføres",150000000
228,81,"Elevutveksling til utlandet ",1780000
1400,81,"Byutvikling, lokalt miljøvern og universell utforming, kan overføres",12557000
1420,81,"Verdensarvområder, kulturlandskap og verdiskaping naturarv, kan overføres, kan nyttes under post 21",24100000
170,82,"FNs organisasjon for kvinners rettigheter og likestilling (UN Women), kan overføres",95000000
315,82,"Merverdiavgiftskompensasjon ved bygging av idrettsanlegg ",55777000
320,82,"Nobels fredssenter ",29537000
732,82,"Investeringslån, kan overføres",1592794000
1147,82,"Radioaktivitetstiltak, kan overføres",2500000
1420,82,"Tilskudd til prioriterte arter og utvalgte naturtyper, kan overføres, kan nyttes under post 21",28089000
732,83,"Opptrekksrenter for lån fom. 2008, overslags- bevilgning",142000000
315,84,"Ungdoms-OL ",40003000
1420,84,"Internasjonalt samarbeid ",1434000
315,85,"Sjakk-OL ",65000000
1420,85,"Nasjonalparksentre og andre naturinformasjonssentre, kan overføres",52700000
732,86,"Driftskreditter ",510000000
1650,89,"Renter og provisjon mv. på innenlandsk statsgjeld, overslagsbevilgning",10145600000
100,90,"Lån til norske borgere i utlandet ",360000
614,90,"Utlån, overslagsbevilgning",26500000000
1826,90,"Innskuddskapital",3250000000
2410,90,"Økt lån og rentegjeld, overslagsbevilgning",21610805000
2412,90,"Lån fra Husbanken, overslagsbevilgning",19889000000
2421,90,"Lån fra statskassen til utlånsvirksomhet, overslagsbevilgning",41750000000
2426,90,"Lån, overslagsbevilgning",100000000
2429,90,"Utlån ",19500000000
732,91,"Opptrekksrenter for lån tom. 2007, overslags-bevilgning",2500000
161,95,"NORFUND - grunnfondskapital ved investeringer i utviklingsland ",885000000
1825,95,"Kapitalinnskudd ",5000000000
3021,1,"Leieinntekter ",300000
3024,1,"Erstatning for utgifter i rettssaker ",13900000
3041,1,"Salgsinntekter ",7600000
3051,1,"Refusjon innland ",1800000
3100,1,"Diverse gebyrer ved utenriksstasjonene ",15420000
3220,1,"Inntekter ved oppdrag ",3845000
3224,1,"Inntekter fra oppdrag mv. ",1553000
3230,1,"Inntekter ved oppdrag ",58410000
3256,1,"Inntekter ved oppdrag ",10698000
3280,1,"Eksterne inntekter NOKUT ",10000
3300,1,"Ymse inntekter ",75000
3320,1,"Ymse inntekter ",1466000
3322,1,"Ymse inntekter ",117000
3323,1,"Ymse inntekter ",31367000
3324,1,"Ymse inntekter ",500000
3326,1,"Ymse inntekter ",8932000
3329,1,"Ymse inntekter ",5889000
3334,1,"Ymse inntekter ",10470000
3339,1,"Spilleoverskudd fra Norsk Tipping AS ",371850000
3400,1,"Diverse inntekter ",2496000
3410,1,"Rettsgebyr ",191039000
3413,1,"Saks- og gebyrinntekter ",15181000
3440,1,"Gebyr - pass og våpen ",261600000
3451,1,"Gebyr ",134660000
3454,1,"Refusjoner ",23197000
3456,1,"Brukerbetaling ",142896000
3469,1,"Vergemåls-/representantordning, ODA-godkjente utgifter ",8901000
3470,1,"Tilkjente saksomkostninger m.m. ",3571000
3473,1,"Diverse inntekter ",5000
3490,1,"Retur av asylsøkere med avslag og tilbakevending for flyktninger, ODA-godkjente utgifter ",126654000
3585,1,"Gebyrer ",900000
3605,1,"Administrasjonsvederlag ",22110000
3614,1,"Gebyrinntekter, lån ",61000000
3615,1,"Premieinntekter ",154000000
3616,1,"Premieinntekter ",97000000
3635,1,"Refusjon statlig virksomhet mv. ",34050000
3640,1,"Diverse inntekter ",1240000
3821,1,"Integreringstilskudd for overføringsflyktninger, ODA-godkjente utgifter ",181425000
3822,1,"Norskopplæring i mottak, ODA-godkjente utgifter ",112288000
3842,1,"Diverse inntekter ",637000
3855,1,"Diverse inntekter ",13873000
3858,1,"Diverse inntekter ",433000
3859,1,"Tilskudd fra Europakommisjonen ",2300000
3902,1,"Gebyrinntekter ",70800000
3903,1,"Gebyrinntekter og andre inntekter ",33000000
3904,1,"Gebyrinntekter ",500000000
3905,1,"Oppdragsinntekter ",27000000
3906,1,"Leie av bergrettigheter og eiendommer ",100000
3910,1,"Gebyrer for skip og flyttbare innretninger i NOR ",153000000
3914,1,"Gebyrer ",500000
4000,1,"Refusjoner ",10000
4021,1,"Oppdragsinntekter ",76750000
4022,1,"Oppdragsinntekter ",86650000
4030,1,"Refusjoner og diverse inntekter ",109000
4100,1,"Refusjoner m.m. ",110000
4115,1,"Gebyr m.m. ",109993000
4143,1,"Driftsinntekter m.m. ",38625000
4147,1,"Refusjoner m.m. ",39000
4300,1,"Refusjon fra Utenriksdepartementet ",2400000
4313,1,"Gebyrinntekter ",138800000
4320,1,"Salgsinntekter m.m. ",172400000
4350,1,"Kjørevegsavgift ",33800000
4354,1,"Gebyrer for tilsyn med tau- og kabelbaner og tivoli og fornøyelsesparker ",13000000
4380,1,"Diverse gebyrer ",152700000
4420,1,"Oppdrag og andre diverse inntekter ",1363000
4465,1,"Gebyrinntekter tinglysing, borettslag ",57900000
4471,1,"Salgs- og utleieinntekter ",10038000
4510,1,"Inntekter ved oppdrag ",175881000
4581,1,"Ymse inntekter ",153000
4605,1,"Økonomitjenester ",45900000
4610,1,"Særskilt vederlag for tolltjenester ",6200000
4618,1,"Refunderte utleggs- og tinglysingsgebyr ",82000000
4620,1,"Salgsinntekter ",300000
4638,1,"Salgsinntekter ",539600000
4700,1,"Driftsinntekter ",2246000
4710,1,"Driftsinntekter ",3882404000
4719,1,"Driftsinntekter ",750000
4720,1,"Driftsinntekter ",67925000
4723,1,"Driftsinntekter ",4868000
4725,1,"Driftsinntekter ",55134000
4731,1,"Driftsinntekter ",62998000
4732,1,"Driftsinntekter ",51904000
4733,1,"Driftsinntekter ",175133000
4734,1,"Driftsinntekter ",5747000
4740,1,"Driftsinntekter ",130384000
4760,1,"Driftsinntekter ",1035000
4790,1,"Driftsinntekter ",1031000
4791,1,"Driftsinntekter ",794292000
4792,1,"Driftsinntekter ",10368000
4795,1,"Driftsinntekter ",9256000
4810,1,"Gebyrinntekter ",25000000
4820,1,"Gebyrinntekter ",68000000
5312,1,"Gebyrer m.m. ",13000000
5490,1,"Salg av utstyr mv. ",165000
5705,1,"Refusjon av dagpenger, statsgaranti ved konkurs ",65000000
3051,2,"Refusjon utland ",650000
3100,2,"Gebyrer for utlendingssaker ved utenriksstasjonene ",110021000
3220,2,"Salgsinntekter mv. ",1128000
3222,2,"Salgsinntekter mv. ",4898000
3229,2,"Salgsinntekter mv. ",1637000
3230,2,"Salgsinntekter mv. ",14641000
3256,2,"Salgsinntekter mv. ",329000
3280,2,"Salgsinntekter mv. ",1253000
3281,2,"Salgsinntekter mv. ",10000
3324,2,"Billett- og salgsinntekter m.m. ",22100000
3329,2,"Inntekter ved oppdrag ",21000000
3334,2,"Inntekter ved oppdrag ",8572000
3339,2,"Gebyr-lotterier ",6918000
3400,2,"Refusjon av ODA-godkjente utgifter ",1136000
3413,2,"Sideutgifter ",13416000
3430,2,"Arbeidsdriftens inntekter ",85655000
3440,2,"Refusjoner mv. ",342618000
3442,2,"Diverse inntekter ",14894000
3444,2,"Refusjoner ",15000000
3456,2,"Variable refusjoner ",59790000
3474,2,"Refusjoner ",2490000
3490,2,"Gebyr for nødvisum ",124000
3642,2,"Oppdrags- og samarbeidsvirksomhet ",880000
3710,2,"Diverse inntekter ",198751000
3713,2,"Diverse inntekter ",214000
3715,2,"Diverse inntekter ",28280000
3716,2,"Diverse inntekter ",1847000
3720,2,"Diverse inntekter ",2736000
3722,2,"Diverse inntekter ",1326000
3725,2,"Diverse inntekter ",141000
3750,2,"Diverse inntekter ",2246000
3821,2,"Særskilt tilskudd ved bosetting av enslige, mindreårige flyktninger, ODA-godkjente utgifter ",31511000
3855,2,"Barnetrygd ",3833000
3900,2,"Ymse inntekter ",306000
3904,2,"Refusjoner, oppdragsinntekter og andre inntekter ",31000000
3905,2,"Tilskudd til samfinansieringsprosjekter ",47000000
3906,2,"Behandlingsgebyrer ",700000
3910,2,"Maritime personellsertifikater ",12400000
4062,2,"Andre inntekter ",10747000
4115,2,"Driftsinntekter og refusjoner mv. ",5369000
4320,2,"Diverse gebyrer ",317500000
4350,2,"Salg av utstyr og tjenester mv. ",255800000
4400,2,"Diverse inntekter ",383000
4420,2,"Statlig ordning for frivillig kjøp av klimakvoter ",567000
4429,2,"Refusjoner og diverse inntekter ",4020000
4465,2,"Gebyrinntekter tinglysing, fast eiendom ",320000000
4520,2,"Ymse inntekter ",20500000
4535,2,"Diverse inntekter ",1800000
4536,2,"Diverse inntekter ",1900000
4584,2,"Ymse inntekter ",2841000
4590,2,"Ymse inntekter ",42610000
4592,2,"Ymse inntekter ",17467000
4600,2,"Diverse refusjoner ",1000000
4610,2,"Andre inntekter ",2500000
4618,2,"Andre inntekter ",25800000
4620,2,"Oppdragsinntekter ",208300000
4634,2,"Refusjoner ",41400000
4810,2,"Oppdrags- og samarbeidsinntekter ",71400000
4820,2,"Oppdrags- og samarbeidsinntekter ",70000000
5701,2,"Diverse inntekter ",570000000
5704,2,"Dividende ",170000000
3041,3,"Leieinntekter ",1000000
3410,3,"Diverse refusjoner ",1654000
3430,3,"Andre inntekter ",15690000
3432,3,"Andre inntekter ",947000
3440,3,"Salgsinntekter ",90232000
3442,3,"Inntekter fra Justissektorens kurs- og øvingssenter ",16560000
3451,3,"Diverse inntekter ",23940000
3456,3,"Faste refusjoner ",8784000
3490,3,"Reiseutgifter for flyktninger til og fra utlandet, ODA-godkjente utgifter ",20945000
3642,3,"Gebyr tilsyn ",48490000
3710,3,"Vaksinesalg ",99300000
3720,3,"Helsetjenester i annet EØS-land ",24840000
3902,3,"Inntekter fra salg av tjenester ",11200000
3904,3,"Refusjoner og inntekter knyttet til forvaltning av Altinn-løsningen ",57000000
3910,3,"Diverse inntekter ",3500000
4020,3,"Oppdragsinntekter ",297470000
4320,3,"Refusjoner fra forsikringsselskaper ",32900000
4400,3,"Refusjon fra Utenriksdepartementet ",1576000
4471,3,"Inntekter fra diverse tjenesteyting ",55327000
4520,3,"Brukerbetaling for tilleggstjenester fra departementene ",75383000
4560,3,"Diverse inntekter ",3048000
4590,3,"Inntekter ved oppdrag ",37069000
4592,3,"Leieinntekter m.m. ",3460000
4602,3,"Prospektkontrollgebyrer ",10000000
4610,3,"Refunderte pante- og tinglysingsgebyr ",2000000
4800,3,"Oppdrags- og samarbeidsinntekter ",1502000
4810,3,"Refusjon av tilsynsutgifter ",10000000
5701,3,"Hjelpemiddelsentraler m.m. ",36590000
3225,4,"Refusjon av ODA-godkjente utgifter ",51929000
3288,4,"Refusjon av ODA-godkjente utgifter ",4684000
3339,4,"Gebyr-stiftelser ",267000
3430,4,"Tilskudd ",2140000
3440,4,"Gebyr - vaktselskap ",2000000
3490,4,"Statlige mottak, ODA-godkjente utgifter ",929413000
3587,4,"Gebyrer, sentral godkjenning foretak ",31475000
3605,4,"Tolketjenester ",2300000
3640,4,"Kjemikaliekontroll, gebyrer ",6110000
3715,4,"Gebyrinntekter ",4486000
3718,4,"Gebyrinntekter ",1710000
3720,4,"Gebyrinntekter ",3241000
3724,4,"Gebyrinntekter ",29021000
3750,4,"Registreringsgebyr ",102832000
3856,4,"Refusjon av ODA-godkjente utgifter ",93240000
3902,4,"Oppdragsinntekter ",2400000
3910,4,"Gebyrer for skip i NIS ",39400000
4420,4,"Gebyrer, forurensningsområdet ",29759000
4550,4,"Klagegebyr ",2049000
4560,4,"Internasjonale oppdrag ",2205000
4610,4,"Diverse refusjoner ",3200000
5310,4,"Refusjon av ODA-godkjente utgifter ",21100000
5705,4,"Refusjon av dagpenger for grensearbeidere mv. bosatt i Norge ",5000000
3100,5,"Refusjon spesialutsendinger mv. ",7068000
3440,5,"Personalbarnehage ",5767000
3490,5,"Refusjonsinntekter ",11023000
3605,5,"Oppdragsinntekter mv. ",52300000
3640,5,"Tvangsmulkt ",2200000
3715,5,"Oppdragsinntekter ",1460000
3720,5,"Helsetjenester til utenlandsboende mv. ",50000000
3901,5,"Inntekt av informasjonstjenester ",7250000
3910,5,"Overtredelsesgebyrer og tvangsmulkt ",4500000
4030,5,"Saksbehandlingsgebyr ",17274000
4560,5,"Tilbakebetaling for bruk av elektronisk ID og digital post ",394000
4618,5,"Gebyr for utleggsforretninger ",28000000
3440,6,"Gebyr - utlendingssaker ",143000000
3490,6,"Beskyttelse til flyktninger utenfor Norge mv., ODA-godkjente utgifter ",6977000
3605,6,"Gebyrinntekter for fastsettelse av bidrag ",23000000
3750,6,"Refusjonsgebyr ",2829000
4030,6,"Forvaltningssanksjoner ",932000
4350,6,"Videresalg av elektrisitet til togdrift ",291000000
4420,6,"Gebyrer, fylkenes miljøvernavdelinger ",27000000
4560,6,"Tilbakebetaling fra tjenesteeiere for elektronisk ID og digital post ",1604000
3339,7,"Inntekter ved oppdrag ",7648000
3440,7,"Gebyr - sivile gjøremål ",670021000
3640,7,"Byggesaksbehandling, gebyrer ",19791000
3901,7,"Inntekter knyttet til NPI ",5200000
4070,7,"Refusjoner og andre inntekter ",5213000
4350,7,"Betaling for bruk av Gardermobanen ",112400000
4420,7,"Gebyrer, kvotesystemet ",10600000
4618,7,"Gebyr for bindende forhåndsuttalelser ",1500000
3640,8,"Refusjon utgifter regionale verneombud ",10660000
3901,8,"Gebyrer immaterielle rettigheter ",41100000
4420,8,"Gebyrer, naturforvaltningsområdet ",4298000
4420,9,"Internasjonale oppdrag ",29084000
4429,9,"Internasjonale oppdrag ",1139000
4610,11,"Gebyr på kredittdeklarasjoner ",20000000
5312,11,"Tilfeldige inntekter ",8280000
4030,13,"Inntekter vederlag oppdrettskonsesjoner ",300000000
4471,21,"Inntekter, Antarktis ",12358000
4030,22,"Inntekter ordningen fiskeforsøk og veiledning ",7790000
5440,24,"Driftsresultat: ",0
5309,29,"Ymse ",50000000
5310,29,"Termingebyr ",30420000
4112,30,"Husleie, Bioforsk ",19180000
5440,30,"Avskrivninger ",22800000000
5470,30,"Avsetning til investeringsformål ",18070000
5490,30,"Avsetning til investeringsformål ",1000000
5445,39,"Avsetning til investeringsformål ",924594000
3041,40,"Salg av leiligheter ",105000000
4820,40,"Flom- og skredforebygging ",16300000
5446,40,"Salgsinntekter, Fornebu ",200000
4710,47,"Salg av eiendom ",167350000
4760,48,"Fellesfinansierte investeringer, inntekter ",26500000
3722,50,"Premie fra private ",18400000
3723,50,"Premie fra private ",2500000
4829,50,"Overføring fra fondet ",50000000
5325,50,"Tilbakeføring fra landsdekkende innovasjonsordning ",5000000
4380,51,"Fra reguleringsfondet ",10000000
5325,52,"Tilbakeføring av tapsfondsmidler ",100000000
3855,60,"Kommunale egenandeler ",1078864000
3229,61,"Refusjon fra fylkeskommuner ",1069000
3334,70,"Gebyr ",10000000
3961,70,"Garantiprovisjon, Statkraft SF ",2112000
4800,70,"Garantiprovisjon, Gassco ",1200000
5325,70,"Låneprovisjoner ",57200000
5326,70,"Låne- og garantiprovisjoner ",6600000
5329,70,"Gebyrer m.m. ",40000000
5501,70,"Toppskatt mv. ",35900000000
5506,70,"Avgift ",2200000000
5508,70,"CO2-avgift i petroleumsvirksomheten på kontinentalsokkelen ",4900000000
5509,70,"Avgift ",10000000
5511,70,"Toll ",2900000000
5521,70,"Merverdiavgift ",251000000000
5526,70,"Avgift på alkohol ",12500000000
5531,70,"Avgift på tobakkvarer mv. ",7000000000
5538,70,"Veibruksavgift på bensin ",6080000000
5541,70,"Avgift på elektrisk kraft ",8200000000
5542,70,"Grunnavgift på mineralolje mv. ",1400000000
5543,70,"CO2 -avgift ",5400000000
5546,70,"Avgift på sluttbehandling av avfall ",47000000
5547,70,"Trikloreten (TRI) ",1000000
5548,70,"Avgift på hydrofluorkarboner (HFK) og perfluorkarboner (PFK) ",415000000
5549,70,"Avgift på utslipp av NOx ",105000000
5550,70,"Miljøavgift på plantevernmiddel ",50000000
5551,70,"Avgift knyttet til andre undersjøiske naturforekomster enn petroleum ",1000000
5555,70,"Avgift på sjokolade- og sukkervarer mv. ",1250000000
5556,70,"Avgift på alkoholfrie drikkevarer mv. ",2050000000
5557,70,"Avgift på sukker mv. ",197000000
5559,70,"Grunnavgift på engangsemballasje ",1350000000
5565,70,"Dokumentavgift ",7800000000
5571,70,"Petroleumstilsynet - sektoravgift ",86870000
5572,70,"Legemiddelomsetningsavgift ",73000000
5575,70,"Kontroll- og tilsynsavgift akvakultur ",30655000
5578,70,"Sektoravgifter under Svalbard miljøvernfond ",12320000
5580,70,"Finanstilsynet, bidrag fra tilsynsenhetene ",329800000
5583,70,"Avgift på frekvenser mv. ",297400000
3961,71,"Garantiprovisjon, Eksportfinans ASA ",9000000
5460,71,"Tilbakeføring fra Gammel alminnelig ordning ",13300000
5507,71,"Ordinær skatt på formue og inntekt ",67800000000
5511,71,"Auksjonsinntekter fra tollkvoter ",195000000
5536,71,"Engangsavgift ",21100000000
5537,71,"Avgift på båtmotorer ",166000000
5538,71,"Veibruksavgift på autodiesel ",11100000000
5542,71,"Avgift på smøreolje mv. ",123000000
5543,71,"Svovelavgift ",34000000
5547,71,"Tetrakloreten (PER) ",1000000
5551,71,"Avgift knyttet til undersøkelses- og utvinningsrett av mineraler etter mineralloven ",10000000
5559,71,"Miljøavgift på kartong ",71000000
5568,71,"Årsavgift-stiftelser ",22364000
5574,71,"Avgifter immaterielle rettigheter ",150000000
5576,71,"Totalisatoravgift ",125000000
5578,71,"Jeger- og fellingsavgifter ",75200000
